Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S,Temp. Amb. Prom *,Días Tostador,,
03/05/2019,50.41,9.37,1.25,1.10,3.26,49592.76,9.62,30.68,375.00,25786.80,641.00,901.76,899.35,2014.09,587.10,0.43,34.43,1.00,,
04/05/2019,50.22,9.52,1.25,1.01,3.16,49830.66,9.51,30.73,250.00,25711.40,643.00,896.72,899.05,2047.70,588.86,0.41,33.96,1.00,,
05/05/2019,49.80,9.57,1.31,1.02,3.32,49895.18,9.44,30.70,250.00,25711.40,642.00,881.54,899.63,2102.73,588.38,0.49,32.16,1.00,,
06/05/2019,49.95,9.00,1.28,1.08,3.30,49480.10,9.45,29.56,291.67,25862.20,616.00,818.70,888.44,2036.73,566.92,0.38,39.22,1.00,,
07/05/2019,52.75,8.67,1.12,1.32,2.88,50264.10,9.26,30.64,500.00,25485.20,642.00,831.55,901.36,2062.19,588.51,0.44,37.44,1.00,,
08/05/2019,50.63,8.90,1.19,1.25,2.96,50325.10,9.40,30.68,166.67,25711.40,637.00,832.82,907.99,2113.29,584.11,0.44,41.95,1.00,,
09/05/2019,50.25,8.75,1.13,1.24,3.06,49995.58,9.48,30.25,416.67,26088.40,627.00,822.68,901.05,2086.56,575.46,0.35,40.03,1.00,,
10/05/2019,50.16,9.19,1.13,1.05,2.84,50506.20,9.63,30.58,1166.67,25409.80,633.00,910.89,898.64,2126.57,580.74,0.27,33.84,1.00,,
11/05/2019,49.76,8.93,1.12,1.17,2.78,50356.93,9.42,30.59,500.00,23524.80,634.00,954.36,898.28,2132.92,581.88,0.38,35.80,1.00,,
12/05/2019,49.55,8.98,1.12,1.05,2.64,50307.67,9.42,30.73,500.00,25259.00,637.00,972.89,898.67,2166.64,584.57,0.32,40.35,1.00,,
13/05/2019,51.34,9.28,1.12,1.07,3.04,50523.87,9.24,30.28,541.67,25786.80,629.00,956.78,900.79,2186.76,577.53,0.00,38.80,1.00,,
14/05/2019,50.00,9.08,1.19,0.96,2.84,50525.43,9.41,30.68,666.67,25862.20,636.00,952.47,899.52,2191.38,583.74,0.35,30.45,1.00,,
15/05/2019,49.92,9.14,1.16,0.97,3.26,49904.65,9.56,30.74,541.67,25560.60,637.00,951.73,899.30,2159.52,584.62,0.44,28.86,1.00,,
16/05/2019,52.60,8.43,0.89,1.07,2.58,49821.26,9.48,30.71,583.33,25786.80,637.00,946.21,899.49,2159.80,584.58,0.34,27.77,1.00,,
17/05/2019,50.88,8.79,1.03,1.15,2.58,49078.18,9.56,29.30,541.67,25636.00,606.00,946.60,897.45,2174.54,557.17,0.29,36.55,1.00,,
18/05/2019,50.33,8.78,1.10,1.13,3.16,48097.71,9.37,30.20,1143.70,18850.00,593.00,943.94,896.05,2094.12,545.73,0.16,38.38,0.95,,
19/05/2019,50.12,8.77,1.08,1.15,3.00,50457.34,9.51,30.51,916.67,22243.00,633.00,944.07,900.37,2291.20,580.49,0.43,32.97,1.00,,
20/05/2019,49.82,9.04,0.98,1.08,2.62,50065.90,9.44,30.64,1041.67,24128.00,636.00,953.53,899.75,2308.51,582.86,0.35,32.43,1.00,,
21/05/2019,50.51,9.02,0.98,1.09,2.18,49849.00,9.43,30.66,1125.00,25937.60,637.00,975.18,899.21,2313.28,583.74,0.34,36.49,1.00,,
22/05/2019,50.43,8.83,1.22,1.18,2.58,49899.20,9.49,30.71,916.67,25560.60,636.00,965.08,899.67,2335.33,584.17,0.17,33.10,1.00,,
23/05/2019,50.76,9.19,1.23,1.15,2.64,49633.86,9.56,30.74,958.33,25786.80,637.00,949.26,899.86,2352.69,583.80,0.16,24.54,1.00,,
24/05/2019,50.24,8.78,1.21,1.21,2.42,50270.61,9.47,30.75,1041.67,25786.80,638.00,930.86,898.11,2403.61,584.68,0.19,25.48,1.00,,
25/05/2019,50.46,8.20,1.19,1.20,2.68,50645.50,9.43,30.74,791.67,25636.00,638.00,905.93,900.75,2456.30,584.78,0.13,26.01,1.00,,
26/05/2019,50.24,8.10,1.17,1.18,2.72,50806.97,9.42,30.73,916.67,25711.40,638.00,891.72,899.70,2468.39,584.62,0.03,23.85,1.00,,
27/05/2019,49.80,8.81,1.28,1.27,2.96,50360.37,9.49,30.56,1791.67,25786.80,634.00,868.24,899.74,2460.49,581.09,0.05,22.13,1.00,,
28/05/2019,50.73,7.95,1.20,1.11,2.80,46107.20,9.55,29.90,1552.45,20885.80,615.00,879.08,897.64,2353.05,564.16,0.03,15.47,0.99,,
29/05/2019,51.53,7.79,1.19,1.34,2.32,49254.26,9.61,29.71,1708.33,25032.80,615.00,879.22,897.94,2462.46,564.16,0.09,8.86,1.00,,
30/05/2019,51.24,7.90,1.20,1.17,2.72,49570.83,9.53,30.49,1916.67,25711.40,637.00,910.32,895.55,2454.20,579.03,0.21,12.72,1.00,,
31/05/2019,52.76,7.76,1.18,1.23,2.60,49153.99,9.60,30.39,1750.00,25786.80,635.00,930.33,895.92,2451.16,563.80,0.24,18.00,1.00,,
01/06/2019,51.72,7.97,1.13,1.13,2.56,49644.43,9.47,30.31,1833.33,25636.00,641.00,929.74,893.62,2488.95,569.08,0.41,21.70,1.00,,
02/06/2019,51.62,8.11,1.14,1.16,2.30,49526.06,9.63,30.59,1958.33,25786.80,646.00,922.23,892.24,2509.20,573.48,0.19,17.15,1.00,,
03/06/2019,52.53,8.32,1.33,1.07,3.30,49226.13,9.57,30.62,2000.00,25636.00,647.00,921.60,891.82,2491.85,574.36,0.21,14.80,1.00,,
04/06/2019,51.16,8.50,1.30,0.87,3.00,48839.14,9.57,30.52,1958.33,25937.60,645.00,914.87,898.37,2475.78,572.60,0.28,11.53,1.00,,
05/06/2019,50.41,8.58,1.32,0.96,3.18,48750.75,9.57,30.50,2000.00,25560.60,644.00,921.90,901.67,2491.26,571.72,0.41,14.86,1.00,,
06/06/2019,50.67,8.36,1.30,0.88,3.22,48547.65,9.58,30.32,1750.00,25636.00,641.00,896.90,903.11,2484.72,569.08,0.44,11.96,1.00,,
07/06/2019,51.16,8.62,1.32,0.93,3.12,48669.59,9.56,30.27,1545.96,25937.60,631.00,899.14,901.47,2456.52,567.28,0.42,13.99,1.00,,
08/06/2019,50.09,8.67,1.35,0.93,3.06,44650.56,9.31,28.26,1671.31,25711.40,589.00,894.53,903.39,2221.62,530.32,0.32,20.31,1.00,,
09/06/2019,50.67,8.67,1.29,0.88,2.76,49625.32,9.57,30.54,1251.74,23524.80,637.00,935.25,892.36,2390.10,572.56,0.63,24.26,1.00,,
10/06/2019,48.24,9.53,1.37,1.05,3.48,44758.38,9.22,30.52,1286.86,23223.20,317.00,878.27,873.45,1984.94,290.96,0.44,13.10,0.52,,
11/06/2019,48.78,9.77,1.37,1.06,3.42,49325.64,9.48,30.54,1673.64,26013.00,636.00,859.21,898.74,2187.32,571.68,0.34,18.76,1.00,,
12/06/2019,49.73,9.05,1.40,1.10,2.86,46150.25,9.61,29.83,2083.33,25636.00,623.00,862.38,904.58,2168.90,560.24,0.33,15.70,1.00,,
13/06/2019,50.24,9.12,1.42,1.03,2.90,46606.35,9.56,29.67,2083.33,25485.20,620.00,931.22,906.33,2194.82,557.60,0.35,17.21,1.00,,
14/06/2019,49.47,9.27,1.43,1.11,3.10,46154.18,9.68,29.63,2166.67,25862.20,611.00,953.29,900.96,2179.00,556.05,0.27,16.25,1.00,,
15/06/2019,50.03,8.46,1.48,1.19,2.92,46093.95,9.63,30.02,2166.67,25786.80,620.00,946.68,905.62,2190.77,563.97,0.32,15.04,1.00,,
16/06/2019,51.14,8.41,1.48,1.14,2.70,45265.21,9.78,29.76,2208.33,25560.60,613.00,934.25,913.39,2175.45,557.81,0.41,10.96,1.00,,
17/06/2019,50.67,7.85,1.42,1.11,2.81,44674.77,9.62,30.09,2500.00,25786.80,622.00,942.00,909.72,2197.43,565.73,0.41,8.46,1.00,,
18/06/2019,50.69,8.03,1.40,1.11,2.90,42878.08,9.43,30.04,2672.23,25485.20,621.00,950.44,915.01,2078.27,564.85,0.43,9.09,1.00,,
19/06/2019,50.76,9.32,1.28,1.10,3.00,44288.97,9.48,29.92,2958.33,25636.00,619.00,953.81,912.81,2054.70,563.09,0.76,10.65,1.00,,
20/06/2019,51.14,9.34,1.30,1.05,2.88,43977.26,9.63,30.11,3833.33,26088.40,622.00,926.31,907.78,2065.25,565.73,0.92,5.78,1.00,,
21/06/2019,50.37,9.15,1.28,1.10,3.10,42592.84,9.48,29.14,3500.00,25711.40,602.00,918.17,917.48,2061.36,548.10,0.69,5.01,1.00,,
22/06/2019,53.69,9.02,1.34,1.08,2.86,39478.41,9.36,27.72,3875.00,25786.80,582.00,897.33,909.61,1991.42,520.83,0.95,1.05,1.00,,
23/06/2019,51.36,8.57,1.29,1.11,3.24,39549.63,9.33,26.63,4541.67,25259.00,558.00,864.89,901.52,1924.44,499.71,1.11,0.73,1.00,,
24/06/2019,0.00,0.00,0.00,0.00,0.00,38053.78,9.00,28.07,0.00,0.00,183.00,908.63,911.57,1813.09,165.04,0.00,6.45,0.36,,
25/06/2019,50.62,8.83,1.27,1.00,3.00,38686.78,9.16,25.86,3715.30,35588.80,529.00,877.28,900.86,1899.97,474.19,0.57,5.52,0.98,,
26/06/2019,50.65,8.60,1.22,0.99,3.00,38033.06,8.51,25.32,2168.17,25409.80,534.00,887.10,908.04,1876.85,479.59,0.39,7.66,1.00,,
27/06/2019,0.00,0.00,0.00,0.00,0.00,39185.04,9.02,25.12,2916.67,25862.20,526.00,878.43,919.20,1850.91,472.55,0.57,10.56,1.00,,
28/06/2019,51.79,7.50,1.44,0.99,2.98,33845.33,9.38,24.62,2849.16,25636.00,510.00,871.27,915.84,1779.63,458.47,0.59,9.20,0.99,,
